"","Subject","Gender","Age","Handedness","First_Language","Matching","Identity","Phase","Shape","Label","WeShape","SelfShape","TheyShape","AloneShape","ShapeLoc","Response","RT_sec","ACC","RT_ms","ScreenResolution","RefreshRate","Luminance","TextColor","BackgroundColor","VisualAngle","Contrast"
"4946",17,"Female",23,"r","h","Match","You","EXPERIMENT","You","You","Triangle","Circle","Star","Diamond","Bottom","m",1.55,1,1550,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4947",17,"Female",23,"r","h","Match","You","EXPERIMENT","You","You","Triangle","Circle","Star","Diamond","Top","m",0.95,1,950,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4948",17,"Female",23,"r","h","Match","You","EXPERIMENT","You","You","Triangle","Circle","Star","Diamond","Bottom","m",1.45,1,1450,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4949",17,"Female",23,"r","h","Match","You","EXPERIMENT","You","You","Triangle","Circle","Star","Diamond","Top","n",0.9,0,900,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4950",17,"Female",23,"r","h","Match","You","EXPERIMENT","You","You","Triangle","Circle","Star","Diamond","Bottom","m",0.8,1,800,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4951",17,"Female",23,"r","h","Match","You","EXPERIMENT","You","You","Triangle","Circle","Star","Diamond","Bottom","m",0.8,1,800,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4952",17,"Female",23,"r","h","Match","You","EXPERIMENT","You","You","Triangle","Circle","Star","Diamond","Top","m",1.05,1,1050,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4953",17,"Female",23,"r","h","Match","You","EXPERIMENT","You","You","Triangle","Circle","Star","Diamond","Bottom","m",0.584,1,584,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4954",17,"Female",23,"r","h","Match","You","EXPERIMENT","You","You","Triangle","Circle","Star","Diamond","Top","m",1.067,1,1067,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4955",17,"Female",23,"r","h","Match","You","EXPERIMENT","You","You","Triangle","Circle","Star","Diamond","Top","m",1.083,1,1083,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4956",17,"Female",23,"r","h","Match","You","EXPERIMENT","You","You","Triangle","Circle","Star","Diamond","Top","m",1.034,1,1034,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4957",17,"Female",23,"r","h","Match","You","EXPERIMENT","You","You","Triangle","Circle","Star","Diamond","Bottom","m",0.917,1,917,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4958",17,"Female",23,"r","h","Match","You","EXPERIMENT","You","You","Triangle","Circle","Star","Diamond","Bottom","m",0.967,1,967,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4959",17,"Female",23,"r","h","Match","You","EXPERIMENT","You","You","Triangle","Circle","Star","Diamond","Top","m",0.833,1,833,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4960",17,"Female",23,"r","h","Match","You","EXPERIMENT","You","You","Triangle","Circle","Star","Diamond","Bottom","m",0.867,1,867,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4961",17,"Female",23,"r","h","Mismatch","Self","TRAINING","Self","You","Triangle","Circle","Star","Diamond","Top","m",1.35,0,1350,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4962",17,"Female",23,"r","h","Mismatch","Self","TRAINING","Self","They","Triangle","Circle","Star","Diamond","Top","n",0.734,1,734,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4963",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Circle","Star","Diamond","Top","n",1.2,1,1200,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4964",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Circle","Star","Diamond","Bottom","n",1.1,1,1100,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4965",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Circle","Star","Diamond","Top","n",0.967,1,967,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4966",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Circle","Star","Diamond","Bottom","n",0.767,1,767,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4967",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Circle","Star","Diamond","Bottom","n",0.934,1,934,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4968",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Circle","Star","Diamond","Bottom","n",0.717,1,717,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4969",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Circle","Star","Diamond","Bottom","n",0.75,1,750,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4970",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Circle","Star","Diamond","Top","n",0.933,1,933,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4971",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Circle","Star","Diamond","Top","n",0.784,1,784,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4972",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Circle","Star","Diamond","Top","n",1.05,1,1050,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4973",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Circle","Star","Diamond","Bottom","n",1.167,1,1167,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4974",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Circle","Star","Diamond","Top","n",0.983,1,983,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4975",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Circle","Star","Diamond","Bottom","n",1.183,1,1183,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4976",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Circle","Star","Diamond","Bottom","n",0.967,1,967,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4977",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Circle","Star","Diamond","Top","n",1.367,1,1367,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4978",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Circle","Star","Diamond","Top","n",1,1,1000,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4979",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Circle","Star","Diamond","Top","n",0.933,1,933,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4980",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Circle","Star","Diamond","Top","n",1.233,1,1233,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4981",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Circle","Star","Diamond","Bottom","n",1.5,1,1500,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4982",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Circle","Star","Diamond","Bottom","n",1.067,1,1067,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4983",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Circle","Star","Diamond","Bottom","n",0.983,1,983,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4984",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Circle","Star","Diamond","Top","n",0.933,1,933,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4985",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Circle","Star","Diamond","Bottom","n",0.8,1,800,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4986",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Circle","Star","Diamond","Top","n",1.284,1,1284,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4987",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Circle","Star","Diamond","Top","n",1.184,1,1184,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4988",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Circle","Star","Diamond","Top","n",1.034,1,1034,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4989",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Circle","Star","Diamond","Bottom","n",0.717,1,717,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4990",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Circle","Star","Diamond","Top","n",0.833,1,833,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4991",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Circle","Star","Diamond","Top","n",1.017,1,1017,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4992",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Circle","Star","Diamond","Bottom","n",0.684,1,684,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4993",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Circle","Star","Diamond","Bottom","n",0.917,1,917,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4994",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Circle","Star","Diamond","Bottom","n",0.9,1,900,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4995",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Circle","Star","Diamond","Bottom","n",0.783,1,783,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4996",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Circle","Star","Diamond","Bottom","n",1.25,1,1250,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4997",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Circle","Star","Diamond","Top","n",0.85,1,850,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4998",17,"Female",23,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Circle","Star","Diamond","Top","n",1.05,1,1050,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"4999",17,"Female",23,"r","h","Mismatch","They","TRAINING","They","You","Triangle","Circle","Star","Diamond","Bottom","n",1.067,1,1067,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5000",17,"Female",23,"r","h","Mismatch","They","TRAINING","They","We","Triangle","Circle","Star","Diamond","Bottom","n",1.117,1,1117,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5001",17,"Female",23,"r","h","Mismatch","They","TRAINING","They","Self","Triangle","Circle","Star","Diamond","Top","n",0.634,1,634,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5002",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Circle","Star","Diamond","Bottom","n",1.117,1,1117,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5003",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Circle","Star","Diamond","Bottom","n",0.967,1,967,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5004",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Circle","Star","Diamond","Bottom","n",0.8,1,800,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5005",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Circle","Star","Diamond","Bottom","n",0.834,1,834,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5006",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Circle","Star","Diamond","Top","n",1.15,1,1150,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5007",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Circle","Star","Diamond","Top","n",0.85,1,850,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5008",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Circle","Star","Diamond","Top","n",0.767,1,767,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5009",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Circle","Star","Diamond","Top","n",0.667,1,667,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5010",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Circle","Star","Diamond","Bottom","n",0.767,1,767,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5011",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Circle","Star","Diamond","Top","m",1.017,0,1017,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5012",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Circle","Star","Diamond","Top","n",1.017,1,1017,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5013",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Circle","Star","Diamond","Bottom","n",1.3,1,1300,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5014",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Circle","Star","Diamond","Bottom","n",1,1,1000,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5015",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Circle","Star","Diamond","Top","n",0.867,1,867,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5016",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Circle","Star","Diamond","Bottom","n",0.783,1,783,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5017",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Circle","Star","Diamond","Top","n",1.217,1,1217,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5018",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Circle","Star","Diamond","Top","n",0.834,1,834,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5019",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Circle","Star","Diamond","Top","m",1.35,0,1350,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5020",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Circle","Star","Diamond","Bottom","m",0.917,0,917,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5021",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Circle","Star","Diamond","Bottom","n",0.734,1,734,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5022",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Circle","Star","Diamond","Top","n",1.034,1,1034,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5023",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Circle","Star","Diamond","Top","n",0.85,1,850,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5024",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Circle","Star","Diamond","Bottom","n",1.133,1,1133,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5025",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Circle","Star","Diamond","Bottom","n",1.083,1,1083,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5026",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Circle","Star","Diamond","Top","n",1,1,1000,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5027",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Circle","Star","Diamond","Top","n",0.9,1,900,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5028",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Circle","Star","Diamond","Bottom","n",0.75,1,750,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5029",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Circle","Star","Diamond","Bottom","n",1.183,1,1183,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5030",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Circle","Star","Diamond","Bottom","n",0.75,1,750,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5031",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Circle","Star","Diamond","Bottom","n",1,1,1000,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5032",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Circle","Star","Diamond","Top","n",0.984,1,984,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5033",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Circle","Star","Diamond","Top","n",1.117,1,1117,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5034",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Circle","Star","Diamond","Bottom","n",0.75,1,750,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5035",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Circle","Star","Diamond","Top","n",0.8,1,800,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5036",17,"Female",23,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Circle","Star","Diamond","Top","n",0.983,1,983,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5037",17,"Female",23,"r","h","Mismatch","We","TRAINING","We","They","Triangle","Circle","Star","Diamond","Bottom","n",0.8,1,800,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5038",17,"Female",23,"r","h","Mismatch","We","TRAINING","We","Self","Triangle","Circle","Star","Diamond","Top","n",0.8,1,800,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5039",17,"Female",23,"r","h","Mismatch","We","TRAINING","We","You","Triangle","Circle","Star","Diamond","Top","m",1.267,0,1267,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5040",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Circle","Star","Diamond","Top","m",1.267,0,1267,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5041",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Circle","Star","Diamond","Top","n",1.067,1,1067,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5042",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Circle","Star","Diamond","Bottom","n",0.784,1,784,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5043",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Circle","Star","Diamond","Bottom","n",1.35,1,1350,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5044",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Circle","Star","Diamond","Bottom","n",0.867,1,867,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5045",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Circle","Star","Diamond","Bottom","n",0.967,1,967,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5046",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Circle","Star","Diamond","Top","n",1.134,1,1134,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5047",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Circle","Star","Diamond","Bottom","n",0.75,1,750,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5048",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Circle","Star","Diamond","Top","n",0.767,1,767,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5049",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Circle","Star","Diamond","Top","n",0.933,1,933,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5050",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Circle","Star","Diamond","Top","n",0.85,1,850,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5051",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Circle","Star","Diamond","Bottom","n",0.784,1,784,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5052",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Circle","Star","Diamond","Top","m",0.7,0,700,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5053",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Circle","Star","Diamond","Top","n",0.867,1,867,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5054",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Circle","Star","Diamond","Top","n",1.383,1,1383,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5055",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Circle","Star","Diamond","Bottom","n",1.334,1,1334,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5056",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Circle","Star","Diamond","Bottom","n",0.867,1,867,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5057",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Circle","Star","Diamond","Top","n",0.934,1,934,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5058",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Circle","Star","Diamond","Bottom","n",1.067,1,1067,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5059",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Circle","Star","Diamond","Top","n",0.783,1,783,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5060",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Circle","Star","Diamond","Bottom","n",1.1,1,1100,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5061",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Circle","Star","Diamond","Bottom","n",0.867,1,867,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5062",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Circle","Star","Diamond","Top","n",1.383,1,1383,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5063",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Circle","Star","Diamond","Bottom","n",0.884,1,884,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5064",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Circle","Star","Diamond","Top","n",1.317,1,1317,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5065",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Circle","Star","Diamond","Top","n",0.867,1,867,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5066",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Circle","Star","Diamond","Bottom","n",0.75,1,750,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5067",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Circle","Star","Diamond","Top","n",1.067,1,1067,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5068",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Circle","Star","Diamond","Bottom","n",0.833,1,833,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5069",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Circle","Star","Diamond","Top","n",0.75,1,750,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5070",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Circle","Star","Diamond","Bottom","n",0.717,1,717,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5071",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Circle","Star","Diamond","Top","n",0.817,1,817,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5072",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Circle","Star","Diamond","Bottom","n",1.533,1,1533,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5073",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Circle","Star","Diamond","Top","n",0.85,1,850,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5074",17,"Female",23,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Circle","Star","Diamond","Bottom","n",1.017,1,1017,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5075",17,"Female",23,"r","h","Mismatch","You","TRAINING","You","We","Triangle","Circle","Star","Diamond","Top","n",1.183,1,1183,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5076",17,"Female",23,"r","h","Mismatch","You","TRAINING","You","Self","Triangle","Circle","Star","Diamond","Bottom","n",0.767,1,767,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5077",17,"Female",23,"r","h","Mismatch","You","TRAINING","You","They","Triangle","Circle","Star","Diamond","Top","n",1.433,1,1433,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"5078",17,"Female",23,"r","h","Mismatch","You","EXPERIMENT","You","We","Triangle","Circle","Star","Diamond","Bottom","n",1.134,1,1134,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
