"","Subject","Gender","Age","Handedness","First_Language","Matching","Identity","Phase","Shape","Label","WeShape","SelfShape","TheyShape","AloneShape","ShapeLoc","Response","RT_sec","ACC","RT_ms","ScreenResolution","RefreshRate","Luminance","TextColor","BackgroundColor","VisualAngle","Contrast"
"1975",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Star","Diamond","Circle","Bottom","n",0.85,1,850,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1976",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Star","Diamond","Circle","Bottom","n",0.85,1,850,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1977",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Star","Diamond","Circle","Top","n",0.6,1,600,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1978",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Star","Diamond","Circle","Top","n",0.7,1,700,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1979",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Star","Diamond","Circle","Top","n",0.734,1,734,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1980",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Star","Diamond","Circle","Top","n",0.817,1,817,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1981",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Star","Diamond","Circle","Top","m",0.734,0,734,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1982",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Star","Diamond","Circle","Top","n",0.784,1,784,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1983",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Star","Diamond","Circle","Bottom","n",1.133,1,1133,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1984",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Star","Diamond","Circle","Bottom","n",0.734,1,734,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1985",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Star","Diamond","Circle","Bottom","n",0.7,1,700,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1986",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Star","Diamond","Circle","Top","n",0.667,1,667,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1987",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Star","Diamond","Circle","Bottom","n",0.717,1,717,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1988",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Star","Diamond","Circle","Top","n",0.734,1,734,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1989",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Star","Diamond","Circle","Bottom","n",0.734,1,734,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1990",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Star","Diamond","Circle","Bottom","n",0.717,1,717,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1991",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Star","Diamond","Circle","Bottom","n",0.617,1,617,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1992",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Star","Diamond","Circle","Top","n",0.95,1,950,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1993",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Star","Diamond","Circle","Bottom","n",0.983,1,983,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1994",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Star","Diamond","Circle","Top","n",0.85,1,850,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1995",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Star","Diamond","Circle","Top","n",0.7,1,700,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1996",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Star","Diamond","Circle","Bottom","n",0.817,1,817,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1997",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Star","Diamond","Circle","Top","n",0.717,1,717,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1998",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Star","Diamond","Circle","Bottom","n",0.85,1,850,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"1999",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","You","Triangle","Star","Diamond","Circle","Top","n",0.95,1,950,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2000",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Star","Diamond","Circle","Bottom","n",0.933,1,933,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2001",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","They","Triangle","Star","Diamond","Circle","Bottom","n",0.75,1,750,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2002",7,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","Self","We","Triangle","Star","Diamond","Circle","Top","n",1,1,1000,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2003",7,"Female",21,"r","h","Mismatch","They","TRAINING","They","Self","Triangle","Star","Diamond","Circle","Top","n",0.917,1,917,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2004",7,"Female",21,"r","h","Mismatch","They","TRAINING","They","You","Triangle","Star","Diamond","Circle","Bottom","n",1.65,1,1650,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2005",7,"Female",21,"r","h","Mismatch","They","TRAINING","They","We","Triangle","Star","Diamond","Circle","Bottom","n",1.1,1,1100,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2006",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Star","Diamond","Circle","Bottom","m",1,0,1000,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2007",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Star","Diamond","Circle","Bottom","n",1.217,1,1217,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2008",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Star","Diamond","Circle","Top","n",1.133,1,1133,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2009",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Star","Diamond","Circle","Bottom","n",0.817,1,817,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2010",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Star","Diamond","Circle","Bottom","n",0.75,1,750,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2011",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Star","Diamond","Circle","Bottom","n",0.983,1,983,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2012",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Star","Diamond","Circle","Top","n",1,1,1000,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2013",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Star","Diamond","Circle","Top","n",0.617,1,617,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2014",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Star","Diamond","Circle","Top","n",0.95,1,950,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2015",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Star","Diamond","Circle","Top","n",0.767,1,767,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2016",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Star","Diamond","Circle","Top","m",0.784,0,784,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2017",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Star","Diamond","Circle","Bottom","n",0.784,1,784,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2018",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Star","Diamond","Circle","Top","m",0.933,0,933,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2019",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Star","Diamond","Circle","Bottom","n",0.733,1,733,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2020",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Star","Diamond","Circle","Bottom","n",1.067,1,1067,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2021",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Star","Diamond","Circle","Bottom","n",1.067,1,1067,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2022",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Star","Diamond","Circle","Bottom","n",1.1,1,1100,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2023",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Star","Diamond","Circle","Top","n",1.033,1,1033,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2024",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Star","Diamond","Circle","Top","n",0.85,1,850,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2025",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Star","Diamond","Circle","Bottom","n",1.133,1,1133,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2026",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Star","Diamond","Circle","Top","n",0.733,1,733,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2027",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Star","Diamond","Circle","Top","n",1.217,1,1217,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2028",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Star","Diamond","Circle","Bottom","n",0.767,1,767,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2029",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Star","Diamond","Circle","Bottom","n",1.317,1,1317,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2030",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Star","Diamond","Circle","Bottom","n",0.967,1,967,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2031",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Star","Diamond","Circle","Bottom","n",1.133,1,1133,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2032",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Star","Diamond","Circle","Bottom","n",0.834,1,834,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2033",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Star","Diamond","Circle","Top","n",1.15,1,1150,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2034",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Star","Diamond","Circle","Bottom","n",0.85,1,850,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2035",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Star","Diamond","Circle","Top","n",0.784,1,784,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2036",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Star","Diamond","Circle","Top","n",0.767,1,767,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2037",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","Self","Triangle","Star","Diamond","Circle","Bottom","n",0.734,1,734,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2038",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Star","Diamond","Circle","Top","n",0.767,1,767,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2039",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","We","Triangle","Star","Diamond","Circle","Top","n",1.217,1,1217,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2040",7,"Female",21,"r","h","Mismatch","They","EXPERIMENT","They","You","Triangle","Star","Diamond","Circle","Top","n",0.767,1,767,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2041",7,"Female",21,"r","h","Mismatch","We","TRAINING","We","They","Triangle","Star","Diamond","Circle","Bottom","m",1.7,0,1700,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2042",7,"Female",21,"r","h","Mismatch","We","TRAINING","We","You","Triangle","Star","Diamond","Circle","Top","n",0.7,1,700,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2043",7,"Female",21,"r","h","Mismatch","We","TRAINING","We","Self","Triangle","Star","Diamond","Circle","Top","n",0.783,1,783,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2044",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Star","Diamond","Circle","Bottom","n",0.967,1,967,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2045",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Star","Diamond","Circle","Bottom","n",1.2,1,1200,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2046",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Star","Diamond","Circle","Bottom","n",0.967,1,967,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2047",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Star","Diamond","Circle","Top","n",0.767,1,767,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2048",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Star","Diamond","Circle","Bottom","n",0.767,1,767,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2049",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Star","Diamond","Circle","Bottom","n",1.083,1,1083,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2050",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Star","Diamond","Circle","Top","n",0.683,1,683,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2051",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Star","Diamond","Circle","Bottom","n",0.55,1,550,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2052",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Star","Diamond","Circle","Top","n",1.217,1,1217,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2053",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Star","Diamond","Circle","Top","n",0.617,1,617,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2054",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Star","Diamond","Circle","Top","n",1.033,1,1033,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2055",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Star","Diamond","Circle","Bottom","n",0.933,1,933,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2056",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Star","Diamond","Circle","Top","n",0.883,1,883,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2057",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Star","Diamond","Circle","Bottom","n",1.05,1,1050,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2058",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Star","Diamond","Circle","Top","n",1.217,1,1217,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2059",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Star","Diamond","Circle","Bottom","n",1.017,1,1017,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2060",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Star","Diamond","Circle","Top","n",0.917,1,917,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2061",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Star","Diamond","Circle","Bottom","n",0.9,1,900,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2062",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Star","Diamond","Circle","Top","n",1.033,1,1033,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2063",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Star","Diamond","Circle","Bottom","n",0.834,1,834,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2064",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Star","Diamond","Circle","Bottom","n",0.7,1,700,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2065",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Star","Diamond","Circle","Top","n",1.134,1,1134,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2066",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Star","Diamond","Circle","Top","n",0.667,1,667,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2067",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Star","Diamond","Circle","Top","n",0.934,1,934,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2068",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Star","Diamond","Circle","Top","n",0.867,1,867,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2069",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Star","Diamond","Circle","Top","n",0.75,1,750,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2070",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Star","Diamond","Circle","Bottom","n",0.883,1,883,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2071",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Star","Diamond","Circle","Top","n",1.017,1,1017,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2072",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Star","Diamond","Circle","Top","n",0.933,1,933,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2073",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Star","Diamond","Circle","Bottom","n",0.684,1,684,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2074",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Star","Diamond","Circle","Bottom","n",0.95,1,950,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2075",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Star","Diamond","Circle","Bottom","n",0.817,1,817,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2076",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","Self","Triangle","Star","Diamond","Circle","Bottom","n",0.8,1,800,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2077",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","They","Triangle","Star","Diamond","Circle","Bottom","n",1.183,1,1183,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2078",7,"Female",21,"r","h","Mismatch","We","EXPERIMENT","We","You","Triangle","Star","Diamond","Circle","Top","n",0.867,1,867,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2079",7,"Female",21,"r","h","Mismatch","You","TRAINING","You","Self","Triangle","Star","Diamond","Circle","Bottom","n",1.05,1,1050,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2080",7,"Female",21,"r","h","Mismatch","You","TRAINING","You","We","Triangle","Star","Diamond","Circle","Top","n",1.433,1,1433,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2081",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","We","Triangle","Star","Diamond","Circle","Top","m",0.983,0,983,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2082",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","They","Triangle","Star","Diamond","Circle","Top","m",1.217,0,1217,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2083",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","Self","Triangle","Star","Diamond","Circle","Bottom","m",0.75,0,750,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2084",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","We","Triangle","Star","Diamond","Circle","Top","n",0.867,1,867,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2085",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","They","Triangle","Star","Diamond","Circle","Top","n",1.167,1,1167,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2086",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","We","Triangle","Star","Diamond","Circle","Bottom","n",0.7,1,700,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2087",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","They","Triangle","Star","Diamond","Circle","Bottom","n",1,1,1000,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2088",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","Self","Triangle","Star","Diamond","Circle","Top","n",0.684,1,684,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2089",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","We","Triangle","Star","Diamond","Circle","Bottom","n",0.567,1,567,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2090",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","Self","Triangle","Star","Diamond","Circle","Top","m",0.534,0,534,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2091",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","Self","Triangle","Star","Diamond","Circle","Bottom","n",0.65,1,650,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2092",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","They","Triangle","Star","Diamond","Circle","Top","n",1.267,1,1267,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2093",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","We","Triangle","Star","Diamond","Circle","Bottom","n",1.067,1,1067,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2094",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","Self","Triangle","Star","Diamond","Circle","Top","n",0.75,1,750,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2095",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","They","Triangle","Star","Diamond","Circle","Bottom","n",1.167,1,1167,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2096",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","Self","Triangle","Star","Diamond","Circle","Bottom","n",0.784,1,784,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2097",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","We","Triangle","Star","Diamond","Circle","Top","n",1,1,1000,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2098",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","We","Triangle","Star","Diamond","Circle","Bottom","n",0.817,1,817,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2099",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","They","Triangle","Star","Diamond","Circle","Top","n",0.767,1,767,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2100",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","Self","Triangle","Star","Diamond","Circle","Bottom","n",0.717,1,717,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2101",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","We","Triangle","Star","Diamond","Circle","Top","n",0.717,1,717,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2102",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","They","Triangle","Star","Diamond","Circle","Bottom","n",0.867,1,867,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2103",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","Self","Triangle","Star","Diamond","Circle","Top","n",0.684,1,684,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2104",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","Self","Triangle","Star","Diamond","Circle","Bottom","n",0.55,1,550,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2105",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","They","Triangle","Star","Diamond","Circle","Bottom","n",0.867,1,867,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2106",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","Self","Triangle","Star","Diamond","Circle","Top","n",0.684,1,684,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
"2107",7,"Female",21,"r","h","Mismatch","You","EXPERIMENT","You","They","Triangle","Star","Diamond","Circle","Top","n",0.917,1,917,"1920️*1080","60Hz",NA,"white、red、yellow","black","57cm",NA
